"Address","Zip","District","TotalComplaintRecs","SevereConditions","DisplacementNotices","EvictionNotices","OpenUnresolved","NoHeatComplaints","NoWaterComplaints","SewageComplaints","PermitMatch","TotalPermits","Demolitions","ECA_Exemptions","Add_Alterations","New_Construction","ChangeOfUse","HousingUnitsRemoved","HousingUnitsAdded","OwnerOccClaims","FirstSevereDate","FirstDisplacementDate","FirstDemoPermitDate","LastPermitDate","SevereBeforeDemo","DispNearDemo","YearsActive","Typology"
"7928 13TH AVE SW","98106","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2012;2013;2024","Other"
"4023 24TH PL S","98108","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2020","Other"
"7900 GREENWOOD AVE N","98103","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2024","Other"
"6244 CARLETON AVE S","98108","1","2","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2012-12-12","0","0","2017","Other"
"6858 44TH AVE NE","98115","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2024","Other"
"3437 23RD AVE W","98199","7","5","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2007-11-05","0","0","2005;2017;2019","Other"
"929 N 84TH ST","98103","6","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2013-07-26","0","0","2011","Other"
"3417 13TH AVE W","98119","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2011","Other"
"4073 LETITIA AVE S","98118","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2022","Other"
"4120 SW 106TH ST","98146","1","1","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","","0","0","2004","Other"
"10625 59TH AVE S","98178","2","12","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","2011 FEB 11 12:00:00 AM","","","0","0","2006;2007;2008;2009;2011;2012;2013;2017","Other"
"11042 FREMONT AVE N","98133","5","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2016;2017;2018;2019;2022","Other"
"8157 18TH AVE SW","98106","1","5","0","0","0","0","0","0","0","1","3","0","0","2","0","0","0","0","0","","","","2020-02-04","0","0","2014;2020","Other"
"4602 S KENYON ST","98118","2","1","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","2022-06-24","0","0","2010","Other"
"4312 FRANCIS AVE N","98103","6","2","0","0","0","0","0","0","0","1","2","0","0","2","0","0","0","0","0","","","","2012-11-27","0","0","2023","Other"
"6533 47TH AVE NE","98115","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2011","Other"
"1833 NW BLUE RIDGE DR","98177","5","1","0","0","0","0","0","0","0","1","7","0","1","3","0","0","0","0","0","","","","2016-09-07","0","0","2016","Other"
"2426 E INTERLAKEN BLVD","98112","3","5","0","0","0","0","0","0","0","1","6","0","2","3","0","0","0","0","0","","","","2025-12-02","0","0","2005;2025","Other"
"4206 INTERLAKE AVE N","98103","4","2","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","2025-02-13","0","0","2021;2025","Other"
"5401 SW BEACH DRIVE TER","98116","1","2","0","0","0","0","0","0","0","1","7","0","3","3","0","0","0","0","0","","","","2025-04-25","0","0","2007","Other"
"26373 SKDM","","","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2025","Other"
"14002 23RD AVE NE","98125","5","1","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","2018-05-14","0","0","2006","Other"
"4024 PHINNEY AVE N","98103","6","4","0","0","0","0","0","0","0","1","12","0","4","4","0","0","0","0","0","","","","2017-01-11","0","0","2006;2019","Other"
"2022 N 77TH ST","98103","6","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","","","","2004-11-30","0","0","2020","Other"
"5041 35TH AVE S","98118","2","1","0","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","","","","2006-04-13","0","0","2009","Other"
"7203 LEDROIT CT SW","98136","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2006","Other"
"1203 P DEXTER AVE N","98109","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2020;2022","Other"
"424 W NEWELL ST","98119","7","4","0","0","0","1","0","0","0","1","2","0","0","0","1","0","0","0","0","","","","2023-12-15","0","0","2024;2025","Other"
"5217 42ND AVE SW","98136","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2025","Other"
"519 W MCGRAW ST","98119","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2008","Other"
"2819 NW 68TH ST","98117","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2024","Other"
"103 M L KING JR WAY","98122","3","1","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","","","","2016-02-12","0","0","2018","Other"
"1414 31ST AVE","98122","3","1","0","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","","","","2015-11-05","0","0","2016","Other"
"200 25TH AVE S","98144","3","2","0","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","","","","","0","0","2008","Other"
"7518 6 AVE NW","98117","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2024","Other"
"1123 STURGUS AVE S","98144","2","2","0","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","","","","2005-04-12","0","0","2004","Other"
"949 DAVIS PL S","98144","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2022","Other"
"158 NW 59TH ST","98107","6","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","","","","2008-03-13","0","0","2008","Other"
"331 N 78TH ST","98103","6","5","0","2","0","2","0","0","0","1","2","0","0","2","0","0","0","0","0","","2021 JUL 22 12:00:00 AM","","2008-04-08","0","0","2019;2020;2021;2024","Other"
"8445 40TH AVE SW","98136","1","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2014-06-06","0","0","2015","Other"
"1221 S KING ST","98144","2","6","0","0","0","1","0","0","0","1","3","0","0","2","0","0","0","0","0","","","","2018-04-24","0","0","2012;2022;2024","Other"
"7400 AURORA AVE N","98103","6","3","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","","0","0","2016;2023","Other"
"570 GALER ST","98109","7","5","0","0","0","0","0","0","0","1","3","0","1","1","0","0","0","0","0","","","","2017-07-21","0","0","2018;2022;2025","Other"
"13800 GREENWOOD AVE N","98133","5","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","2005 AUG 12 12:00:00 AM","","","0","0","2005","Other"
"10305 EVANSTON AVE N","98133","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2014","Other"
"3927 S ORCAS ST","98118","2","2","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","2025-06-12","0","0","2014","Other"
"311 NW 81ST ST","98117","6","1","0","0","0","0","0","0","0","1","3","0","0","1","0","0","0","0","0","","","","2024-10-22","0","0","2011","Other"
"2711 S JUDKINS ST","98144","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2009","Other"
"316 NW 45TH ST","98107","6","4","0","0","0","0","0","0","0","1","2","1","0","0","1","0","0","0","0","","","2006-06-06","2006-06-06","0","0","2004","Other"
"5520 CANFIELD PL N","98103","6","4","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2013-08-02","0","0","2013","Other"
"2325 HARBOR AVE SW","98126","1","2","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","","0","0","2024;2025","Other"
"2734 NE 54TH ST","98105","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2019","Other"
"2108 N 44TH ST","98103","4","1","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","2017-04-26","0","0","2017","Other"
"6264 19TH AVE NE","98115","4","2","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","2017-02-07","0","0","2015;2021","Other"
"1803 N 88TH ST","98103","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2022;2023","Other"
"1415 A N 46TH ST","98103","4","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2020;2021","Other"
"1820 41ST AVE E","98112","3","1","0","0","0","0","0","0","0","1","2","1","0","0","1","0","0","0","0","","","2014-05-12","2014-04-30","0","0","2025","Other"
"2216 E FIR ST","98122","3","1","0","0","0","1","0","0","0","1","4","0","0","2","0","0","0","0","0","","","","2020-10-07","0","0","2020","Other"
"111 24TH AVE E","98112","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2019","Other"
"6506 A 34TH AVE SW","98126","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2018","Other"
"1917 FRANKLIN PL E","98102","3","3","0","0","0","0","0","0","0","1","3","0","1","2","0","0","0","0","0","","","","2007-09-07","0","0","2005;2021;2024","Other"
"208 10TH AVE","98122","2","5","0","1","0","1","0","0","0","1","7","1","1","0","1","0","0","0","0","","2025 AUG 27 12:00:00 AM","2021-10-19","2021-10-19","0","0","2014;2015;2021;2025","RedevelopDisplacer"
"7070 E MARGINAL WAY","98108","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2024","Other"
"1624 SHENANDOAH DR E","98112","3","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2006-01-09","0","0","2007","Other"
"14015 28TH AVE NE","98125","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2006","Other"
"9235 16TH AVE SW","98106","1","6","0","0","0","0","0","2","0","1","9","2","0","0","2","0","0","0","0","","","2018-02-28","2018-03-01","0","0","2016;2017;2018","Other"
"1619 43RD AVE E","98112","3","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2012-03-28","0","0","2019","Other"
"126 NW 81ST ST","98117","6","2","0","0","0","0","0","0","0","1","4","0","0","2","0","0","0","0","0","","","","2021-07-15","0","0","2015","Other"
"10460 57TH AVE S","98178","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2024","Other"
"488 N 130TH ST","98133","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2021","Other"
"1162 23RD AVE","","3","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2019","Other"
"801 30TH AVE S","","3","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2024","Other"
"2510 18TH AVE S","98144","2","14","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2006-10-13","0","0","2004;2005;2007;2013;2014;2019;2020;2021;2022","Other"
"4727 44TH AVE SW","98116","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2019;2025","Other"
"418 C 19TH AVE E","98112","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2025","Other"
"2122 N 52ND ST","98103","6","3","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","2020-09-14","0","0","2018;2019","Other"
"8202 42ND AVE NE","98115","4","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2025","Other"
"6810 RAINIER AVE S","98118","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2010","Other"
"1446 NW 62ND ST","98107","6","1","0","0","0","1","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","2016-04-18","0","0","2024","Other"
"14054 2ND AVE NW","98177","5","1","0","0","0","1","0","0","0","1","2","1","0","0","1","0","0","0","0","","","2014-05-14","2014-05-14","0","0","2020","Other"
"4536 CALIFORNIA AVE SW","98116","1","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2010-02-16","0","0","2023","Other"
"3111 RAINIER AVE S","98144","2","6","0","0","0","1","0","0","0","1","14","2","0","1","3","0","0","0","0","","","2021-01-26","2021-01-26","0","0","2016;2017;2022;2024","Other"
"6731 ALONZO AVE NW","98117","6","1","0","1","0","0","0","0","0","1","3","1","0","0","1","0","0","0","0","","2015 JUL 31 12:00:00 AM","2016-01-06","2016-01-06","0","1","2015","RedevelopDisplacer"
"724 S ROSE ST","98108","1","4","0","0","0","0","0","0","0","1","4","0","0","2","0","0","0","0","0","","","","2019-04-15","0","0","2017","Other"
"13039 CORLISS AVE N","98133","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2019","Other"
"7240 E MARGINAL WAY S","98108","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2020","Other"
"9253 26TH AVE SW","98106","1","1","0","0","0","0","0","0","1","1","2","1","1","0","0","0","0","0","0","","","","","0","0","2025","Other"
"2925 S WEBSTER ST","98108","2","2","0","0","0","0","0","0","0","1","4","0","0","2","0","0","0","0","0","","","","2022-12-27","0","0","2016","Other"
"2715 W FORT ST","98199","6","1","0","0","0","1","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","2018-10-19","0","0","2025","Other"
"2717 E ROY ST","98112","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2010;2019","Other"
"4038 34TH AVE SW","98126","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2023","Other"
"365 PROSPECT ST","98109","7","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2010-04-12","0","0","2025","Other"
"1964 4TH AVE S","98134","1","2","0","0","0","0","0","0","0","1","4","0","0","2","0","0","0","0","0","","","","","0","0","2017","Other"
"2806 NW 56TH ST","98107","6","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2024","Other"
"1120 NW 62ND ST","98107","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2014","Other"
"7015 RAVENNA AVE NE","98115","4","4","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","","","","2007-09-11","0","0","2007;2008","Other"
"13002 19TH AVE NE","98125","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2006","Other"
"4435 S WARSAW ST","98118","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2025","Other"
"1503 5TH AVE W","98119","7","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2013-12-31","0","0","2022","Other"
"1721 NE 135TH ST","98125","5","2","0","0","0","0","0","0","0","1","2","0","0","1","1","0","0","0","0","","","","2012-10-16","0","0","2008","Other"
"1417 19TH AVE","98122","3","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","0","0","2014","Other"
"1019 CALIFORNIA LN SW","98116","1","19","0","2","0","1","0","0","0","1","8","2","0","2","1","0","0","0","0","","2007 MAR 23 12:00:00 AM","2009-04-16","2022-03-07","0","0","2007;2008;2009;2011;2012;2013;2014;2018;2022","RedevelopDisplacer"
"5236 26TH AVE S","","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2018","Other"
"2540 7TH AVE W","98119","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2022;2023","Other"
"8010 43RD AVE NE","98115","4","2","0","0","0","0","0","0","0","1","3","1","0","0","1","0","0","0","0","","","2008-08-13","2008-08-13","0","0","2008;2009","Other"
"4563 34TH AVE W","98199","6","1","0","0","0","0","0","0","0","1","3","1","0","0","1","0","0","0","0","","","","2026-01-21","0","0","2024","Other"
"2626 PERKINS LN W","","6","1","0","0","0","0","0","0","0","1","3","0","0","2","0","0","0","0","0","","","","2017-06-27","0","0","2020","Other"
"2832 NW 58TH ST","98107","6","1","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","2017-02-26","0","0","2008","Other"
"4702 35TH AVE NE","98105","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2006","Other"
"6827 36TH AVE NE","98115","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2018;2025","Other"
"6379 DELRIDGE WAY SW","98106","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2015;2016","Other"
"645 W EMERSON ST","98119","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2022","Other"
"3036 NE 133RD ST","98125","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2023","Other"
"2805 NE 133RD ST","98125","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2012","Other"
"6540 2ND AVE NW","98117","6","13","0","0","0","0","0","0","0","1","4","0","2","2","0","0","0","0","0","","","","2008-08-22","0","0","2008;2009;2010","Other"
"10054 STONE AVE N","98133","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2022","Other"
"8709 10TH AVE S","98108","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2019;2020","Other"
"2807 W GALER ST","98199","7","2","0","0","0","0","0","0","0","1","5","0","1","4","0","0","0","0","0","","","","2014-07-31","0","0","2009","Other"
"5752 30TH AVE NE","98105","4","12","0","0","0","0","0","0","0","1","10","0","0","5","0","0","0","0","0","","","","2018-05-31","0","0","2004;2006;2007;2008;2009","Other"
"9445 9TH AVE SW","98106","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2007","Other"
"2015 E LYNN ST","98112","3","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2007-08-08","0","0","2013","Other"
"12732 5TH AVE NE","98125","5","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2009;2025","Other"
