RECORDNUM,ADDRESS,ZIP,DISTRICT,OPENDATE,OPENYEAR,STATUS,LASTINSPRESULT,RECORDTYPE,CATEGORIES,HIT_PHRASES,HAS_PERMIT_OVERLAP,DESCRIPTION_SNIPPET
"006010-17CP","9756 49TH AVE S","98118","2","2017 AUG 22 12:00:00 AM","2017","COMPLETED","","REQUEST","PESTS","BEDBUG","YES","PER PHONE CALL: TENANT ALLEGES LANDLORD REFUSING TO TREAT BEDBUG INFESTATION. RETALIATORY EMAILS FROM LANDLORD AFTER ADDRESSING THE ISSUE. NO TRANSFER."
"006076-17CP","5243 17TH AVE SW","98106","1","2017 AUG 23 12:00:00 AM","2017","COMPLETED","","REQUEST","WORK_WITHOUT_PERMIT","UNPERMITTED","YES","PER TELEPHONE CALL: LANDLORD ENTERING PROPERTY WITHOUT NOTICE/MOVING INTO GARAGE, WHICH IS IN PROCESS OF (UNPERMITTED CONSTRUCTION) CONVERSION TO DWELLING UNIT. TRANSFERRED TO SA"
"006161-17CP","1801 E YESLER WAY","98122","3","2017 AUG 25 12:00:00 AM","2017","COMPLETED","","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","COMPLAINANT HAS BEEN A TENANT AT THE COMPLEX FOR THE PAST 4 YEARS. WRITTEN NOTICE OF RENT INCREASE WAS GIVEN ON 8/22/17. CURRENT MONTHLY RENT: $1,252/MO. PENDING MONTHLY RENT: $2,714/MO (EFFECTIVE 10/1/17)."
"006163-17CP","1922 9TH AVE","98101","7","2017 AUG 25 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION|PESTS","EVICT|BED BUG","YES","BED BUGS IN UNIT ALL OVER. IN THE PROCES OF LEGAL DISPUTE WITH LANDLORD WHETHER THERE ARE BEDBUGS PRESENT AND IF TENANT ABANDONED UNIT. LANDLORD IS TRYING TO EVICT HER.TRANSFER CALL TO MICHELE"
"006172-17CP","9244 37TH AVE S","98118","2","2017 AUG 25 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","NOTICE TO VACATE","YES","PER PHONE COMPLAINT: JCEO VIOLATION.OWNER INFORMED COMPLAINANT HE IS SELLING AND PROVIDED A 30 DAY NOTICE TO VACATE BY SEPTEMBER 1ST. COMPLAINANT RECEIVED A VERBAL AND A NOTE WAS PLACED IN GENERAL LIVING AREA: KITCHEN AND FRONT DOOR. COMPLAINANT LIVE"
"006200-17CP","12536 33RD AVE NE","98125","5","2017 AUG 28 12:00:00 AM","2017","COMPLETED","","REQUEST","UNINHABITABLE","UNINHABITABLE","YES","FIRE OCCURRED ON SHA OWNED PROPERTY IN MARCH. TENANTS HAVE BEEN OCCUPYING ONE PARTICULAR FIRE-DAMAGED UNIT, WHICH HAS BEEN DEEMED ""UNINHABITABLE"". HOWEVER, THE TENANTS ARE REFUSING TO MOVE, SINCE THEY'VE BEEN MAKING PAYMENTS (CALLER MENTIONED THAT SH"
"006250-17CP","1001 HARBOR AVE SW","98116","1","2017 AUG 29 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","NOTICE TO VACATE","YES","PER PHONE COMPLAINT: JCEO VIOLATION.LAST FRIDAY NIGHT THE COMPLAINANT RECEIVED A 3 DAY NOTICE TO VACATE BY AUGUST 28TH, 2017. THE REASONS RELATED TO RRIO INSPECTION VIOLATIONS.***(HZT NOTES: CALL RECEIVED AND TRANSFERRED DIRECT TO SILKE ANDERSON ON 8"
"006272-17CP","8600 AURORA AVE N","98103","5","2017 AUG 29 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION|DISPLACEMENT_CONSTRUCT","EVICT|RELOCATION ASSISTANCE","YES","COMPLAINANT IS A TENANT WHO RECEIVED VERBAL NOTICE TO VACATE BY 9/1/17. MGMT CLAIMED THAT THE LEASE IS OVER AND THAT IT WILL NOT BE RENEWED UNTIL REMOVATIONS TAKE PLACE. FURTHERMORE, MGMT CLAIMS THAT IF THE TENANT COOPERATES, THE MAINTENANCE MAN WILL"
"006299-17CP","9514 STONE AVE N","98103","5","2017 AUG 31 12:00:00 AM","2017","COMPLETED","","REQUEST","MOLD_MOISTURE","WATER DAMAGE","YES","FIRE ON THE ROOF, LEFT WATER DAMAGED UNIT. LANDLORD STATES HE TENANT NEEDS TO MOVESPOKE TO MICHELE"
"006324-17CP","155 NICKERSON ST","98109","7","2017 AUG 31 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","NOTICE TO VACATE","YES","COMPLAINANT IS A TENANT WHO RECEIVED A 90 DAY NOTICE TO VACATE (RECEIVED NOTICE ON 5/1/17). THE NOTICE MENTIONED THAT SUBSTANTIAL REHABILITATION WILL TAKE PLACE - I.E., ""CHANGE OF USE"". COMPLAINANT IS IN A SITUATION IN WHICH THEY ARE ABOUT TO PURCHAS"
"006359-17CP","6212 PHINNEY AVE N","98103","6","2017 SEP 01 12:00:00 AM","2017","COMPLETED","","REQUEST","NO_REPAIRS","LANDLORD REFUSES","YES","LANDLORD SWITCHED LOCKS WITHOUT PERMISSION AND BEFORE LEASE WAS UP,TENANTS WERE UNABLE TO ENTER UNIT FOR 7DAYS. ALSO LEFT THE DOOR OPEN TENANTS STILL HAD PROPERTY INSIDE. LANDLORD REFUSES TO GIVE REIMBURSEMENT FOR THE 7DAYS TENANTS WERE UNABLE TO ENT"
"006466-17CP","2506 36TH AVE W","98199","6","2017 SEP 06 12:00:00 AM","2017","COMPLETED","","REQUEST","MOLD_MOISTURE","MOLD","YES","PLUMBING ISSUES HAVE RESULTED IN WATER LEAKING INTO BASEMENT UNIT (WALLS AND FLOORING OF UNIT HAS BEEN DAMAGED). POOLS OF WATER AND MOLD ARE VISIBLE. OWNER OCCUPIES THE UPSTAIRS UNIT AND HAS TOLD DOWNSTAIRS TENANT THAT SUBSTANTIAL REHABILITATION WILL"
"006526-17CP","1110 8TH AVE","98101","7","2017 SEP 08 12:00:00 AM","2017","COMPLETED","","REQUEST","PESTS","BEDBUG","YES","BEDBUGS IN UNIT, HAS HAD AN EXTERMINATOR OUT 4TIMES AND STILL PRESENT. WANTS TO KNOW ABOUT RIGHTS IF SHE BREAKS THE LEASETRANSFER TO MICHELE"
"006668-17CP","920 N 75TH ST","98103","6","2017 SEP 14 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","TENANT RENTS A ROOM WITHIN AN OWNER-OCCUPIED SINGLE FAMILY HOUSE. THE LANDLORD PREVIOUSLY TOLD TENANT VERBALLY THAT THE RENTAL BEDROOM WILL BE USED AS STORAGE, THEREFORE THE TENANT MUST MOVE OUT. TENANT HAS SUBSEQUENTLY EXPERIENCED HARASSMENT FROM LA"
"006791-17CP","7718 35TH AVE SW","98126","1","2017 SEP 20 12:00:00 AM","2017","COMPLETED","","REQUEST","MOLD_MOISTURE","MOLD","YES","WAS A LEAK IN UNIT UNDER SINK, TENANT HAD TO FIX HIMSELF. BLACK MOLD IN UNIT. LANDLORD IS HARASSING TENANT, THREATENING TO PUT OUT, FEELS UNSAFE."
"006798-17CP","9506 RAVENNA AVE NE","98115","5","2017 SEP 20 12:00:00 AM","2017","COMPLETED","","REQUEST","MOLD_MOISTURE","MOLD","YES","TENANT AWOKE TO SOMEONE TRYING TO GET INTO HER UNIT AT 8:30AM SHE WAS FRIGHTENED FOR HER LIFE, THOUGHT SOMEONE WAS TRYING TO BREAK IN. FOUND OUT AFTER THAT IT WAS MAINTENANCE COMING TO FIX REPAIRS, THIS IS THE SECOND TIME THEY'VE TRIED TO ENTER WITHO"
"006898-17CP","2839 NW 56TH ST","98107","6","2017 SEP 22 12:00:00 AM","2017","COMPLETED","","REQUEST","MOLD_MOISTURE","MOLD","YES","HAD A SEWAGE BACKUP WATER AND SEWAGE RUNNING THRU THE APTS. HAD STANDING WATER AND SEWAGE SITTING ON FLOORS AND WALLS FOR HOURS. THEY ARE SUPPOSED TO REPLACE THE CARPET AND THAT'S IT, THERE IS DAMAGE TO THE FLOORS, WALLS AND CABINETS. THEY ARE ONLY F"
"006902-17CP","6256 FLORA AVE S","98108","1","2017 SEP 22 12:00:00 AM","2017","COMPLETED","","REQUEST","PESTS","BEDBUG","YES","LANDLORD TOLD TENANT (BY TEXT) THAT SHE WANTED TO BUILD A WALL IN HIS ROOM AND SHARE THE SPACE, HE STATED THAT HE WAS NOT COMFORTABLE WITH THIS. SHE TEXT BACK AND SAID THAT HE EITHER SHARE THE ROOM OR MOVE OUT! SHE ALSO COMES AND GOES INTO THE PROPER"
"006925-17CP","1401 5TH AVE N","98109","7","2017 SEP 25 12:00:00 AM","2017","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT|NO_HEAT|MOLD_MOISTURE","RELOCATION ASSISTANCE|NO HEAT|WATER DAMAGE","YES","ONGOING PROBLEMS WITH LEAKING ROOF. RECENT LEAKS THROUGH THE CEILING LIGHT FIXTURES HAS RESULTED IN WATER DAMAGE. MGMT HAS BEEN WORKING ON UNIT TO RECTIFY PROBLEM (CEILING DRYWALL RIPPED OUT; DEHUMIDIFIERS SET UP). REPAIR WORK HAS RESULTED IN A NO HE"
"007027-17CP","3250 AIRPORT WAY S","98134","1","2017 SEP 28 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","NOTICE TO VACATE","YES","PER PHONE COMPLAINT: JCEO VIOLATION.ON 9/27/17 COMPLAINANT RECEIVED A 30 DAY NOTICE TO VACATE BY OCTOBER 31ST, 2017. THE CORRESPONDENCE WAS RECEIVED BY EMAIL. IT DID NOT PROVIDE A REASON.***(HZT NOTES: CALL TRANSFERRED TO SILKE ANDERSON'S VOICEMAIL O"
"007030-17CP","7524 35TH AVE SW","98126","1","2017 SEP 28 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","TENANT CALLED THE COMPLAINT LINE WITH QUESTIONS PERTAINING TO JUST CAUSE EVICTION. PAPERS RELATED TO AN EVICTION NOTICE WERE PLACED NEXT TO THE FRONT DOOR OF THE RENTAL UNIT (NOT POSTED ON THE DOOR). COMPLAINANT HAD PREVIOUSLY BEEN GIVEN A 3 DAY NOTI"
"007031-17CP","2012 8TH AVE N","98109","7","2017 SEP 28 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","TRIPLEX WAS RECENTLY SOLD - THE NEW LANDLORD GAVE TENANT VERBAL NOTICE TO VACATE THE UNIT BY OCTOBER 31ST (LANDLORD CLAIMS THAT THE APARTMENT UNIT WILL BE TURNED INTO AN AIRBNB UNIT). TENANT CALLED WITH QUESTIONS PERTAINING TO JUST CAUSE EVICTION."
"007154-17CP","1235 NE 91ST ST","98115","5","2017 OCT 03 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION|RETALIATION","VACATE NOTICE|RETALIATION","YES","PER PHONE CALL: TENANT HAS RECEIVED 60 DAY VACATE NOTICE WHICH SHE BELIEVES IS RETALIATION FOR RRIO INSPECTION NOTICE.TRANSFERRED TO RW"
"007159-17CP","1532 18TH AVE","98122","3","2017 OCT 03 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","LANDLORD GAVE AN EVICTION SUMMONS WITHOUT ANY PRIOR NOTICE. HAS A COURT DATE ON 10/9 @ 5PM, TENANT HAS BEEN LIVING IN UNIT FOR 20YRS WITH NO ISSUES, NEVER MISSED RENT. THERE HAVE BEEN SEVERAL OWNERS IN HER TIME OF LIVING THERE. CAN SOMEONE PLEASE ASS"
"007208-17CP","9006 B 18TH AVE SW","98106","1","2017 OCT 05 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","TENANT CALLED COMPLAINT LINE AFTER RECEIVING VARIOUS NOTICES FROM THE LANDLORD, THE FIRST OF WHICH WAS NOT DELIVERED CORRECTLY (WRONG ADDRESS). TENANT ATTEMPTED TO PAY RENT, HOWEVER THE LANDLORD MESSAGED TENANT SAYING THAT THEY WILL NOT ACCEPT RENT A"
"007247-17CP","712 S MONROE ST","98108","1","2017 OCT 06 12:00:00 AM","2017","COMPLETED","","REQUEST","NO_HEAT","NO HEAT","YES","LANDLORD TOLD TENANT TO MOVE BELONGINGS BECAUSE THEY WERE DOING WORK TO UNIT. UNIT WAS NOT SAFE, LANDLORD DID NOT PUT TENANT IN A DIFFERENT UNIT. TENANT MOVED HER AND CHILDREN OUT FOR MONTH BECAUSE DUST AND WORK STUFF WAS EVERYWHERE AND NOT SAFE TO B"
"007271-17CP","2840 NW 93RD ST","98117","6","2017 OCT 09 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","AFTER REQUESTING REPAIR, WAS SERVED WITH EVICTION NOTICE ON 10/7.  LANDLORD HAS ALSO ENTERED UNIT W/OUT NOTICE ON PRIOR REQUESTS FOR REPAIR."
"007275-17CP","625 QUEEN ANNE AVE N","98109","7","2017 OCT 09 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","PER ONLINE: ""OUR BUILDING IS GOING TO BE RENOVATED, 90-DAY NOTICE WAS POSTED ON JULY 11TH. MANAGER IS NOW KNOCKING ON OUR DOOR TELLING US THAT EVERYONE IS REQUIRED TO BE OUT BY OCTOBER 9TH AND THREATENING EVICTION. I AM DISABLED IN A WHEELCHAIR AND S"
"007281-17CP","107 CHERRY ST","98104","1","2017 OCT 09 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION|NO_HEAT","EVICT|NO HEAT","YES","NO HEAT, TOILET IS BROKE, AIR COMES THRU WINDOWS EVEN WHEN THEY ARE CLOSED. ASKED FOR REPAIRS TO BE MADE AND THE LANDLORD RAISED THE RENT ($65), AS WELL AS RETURNING SEPTEMBER'S RENT. TENANT RECEIVED A EVICTION NOTICE THIS MONTH FOR NON PAYMENT. TENA"
"007341-17CP","206 5TH AVE N","98109","7","2017 OCT 11 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","VACATE NOTICE","YES","GIVEN 3DAY VACATE NOTICE FOR BEING LATE ON RENT. WHAT SHOULD SHE DO IF SHE HAS TO GO TO COURT?"
"007345-17CP","1562 E OLIVE WAY","98102","3","2017 OCT 11 12:00:00 AM","2017","COMPLETED","","REQUEST","NO_HEAT","NO HOT WATER","YES","NO HOT WATER FOR OVER 5DAYS, EMAILED LANDLORD AND THEY HAVEN'T DONE ANYTHING. WANTS TO KNOW RIGHTS AND HOW LONG DOES AN LANDLORD HAVE TO FIX ISSUES. TRANSFER TO SA"
"007349-17CP","10532 STONE AVE N","98133","5","2017 OCT 11 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","RECEIVED EVICTION NOTICE 10/10/2017 TO BE OUT BY 10/14, NEVER RECEIVED ANY PRIOR NOTICES. HAD ISSUES WITH SPOUSE WHO WAS ON THE LEASE, HAD SOME BACK RENT AND FEES TO BE PAID. SPOUSE IS NOW GONE, TENANT MADE ARRANGEMENTS WITH OWNER TO PAY BACK RENT AN"
"007352-17CP","8600 AURORA AVE N","98103","5","2017 OCT 11 12:00:00 AM","2017","COMPLETED","","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","DOING CONSTRUCTION TO UNITS, NO PERMITS, ASKED TENANT TO LEAVE SO THAT THEY COULD REMODEL HIS UNIT. DIDN'T OFFER TO PUT HIM IN A DIFFERENT UNIT. TRANSFERRED TO RW"
"007353-17CP","531 BELLEVUE AVE E","98102","3","2017 OCT 11 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","VACATE NOTICE","YES","RECEIVED A 10 DAY COMPLY OR VACATE NOTICE ON 10/4 AFTER PROPERTY MANAGER TOLD HER SHE OWED A $35 BOUNCED CHECK FEE AND WAS ACCRUING FINES OF $100/DAY B/C OF MISSED RENT. CALLER WROTE A CHECK ON 9/25 BUT WROTE THE INCORRECT AMOUNT AND THE CHECK WAS RE"
"007399-17CP","6831 62ND AVE NE","98115","4","2017 OCT 13 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","TENANT WAS ASKED TO LEAVE HOUSING PROGRAM (SOLID GROUND SAND POINT - ""MERCY""). MGMT TOLD TENANT TO SIGN AGREEMENT OF MUTUAL TERMINATION OF LEASE - THREATENED TO BLACKLIST TENANT IN SHA PROPERTIES, CALL THE SHERIFF, AND HAVE BELONGINGS TAKEN AWAY IF T"
"007564-17CP","2514 E UNION ST","98122","3","2017 OCT 23 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","COMPLAINANT IS A TENANT WHO IS SUBLETTING A ROOM FROM ANOTHER TENANT FOR APPROXIMATELY ONE MONTH. LANDLORD ENTERED THE PREMISES ON 10/17/17 AND TOLD PRIMARY TENANT THAT SUBLET TENANT MUST VACATE WITHIN A WEEK. COMPLAINANT CALLED WITH QUESTIONS ABOUT "
"007581-17CP","13341 15TH AVE NE","98125","5","2017 OCT 23 12:00:00 AM","2017","COMPLETED","","REQUEST","RENT_RAISE_NO_FIX|RETALIATION","RENT INCREASE|RETALIATION","YES","PER PHONE CALL: TENANT BELIEVES LANDLORD'S RENT INCREASE (WITH LEASE RENEWAL) OF $300 PER MONTH IS RETALIATION FOR SR 68436, FILED 1/6/17. ADDITIONALLY, LANDLORD RAISED WATER FEE TO $200 PER MONTH, ALTHOUGH LEASE AGREEMENT HAS A RATE OF $29.00 PER MO"
"007586-17CP","","","","2017 OCT 24 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","NOTICE TO VACATE","NO","LAND LORD ACCUSED HER OF CRIMINAL ACTIVITY AND GAVE A NOTICE TO VACATE.TRANSFERRED TO RW."
"007645-17CP","2632 NW 56TH ST","98107","6","2017 OCT 26 12:00:00 AM","2017","COMPLETED","COMPLETED","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","PER PHONE COMPLAINT: RENT INCREASE - HBMC VIOLATIONS.EFFECTIVE 1/1/18 THE COMPLAINANT'S RENT WILL INCREASE FROM $950 TO $1,250. HE FEELS THE INCREASE DOES NOT SUPPORT THE CONDITION OF THE UNIT.***(HZT NOTES: SEE SUPPORTING ZONE SR #74961. ON 10/26/17"
"007649-17CP","7716 35TH AVE SW","98126","1","2017 OCT 26 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION|MOLD_MOISTURE|RETALIATION","EVICT|WATER DAMAGE|RETALIATION","YES","LANDLORD CALLED COMPLAINANT LINE WITH QUESTIONS ABOUT JUST CAUSE EVICTION. ONGOING DISPUTES OVER HEATING SYSTEM IN RENTAL PROPERTY (I.E., TENANT DIDN'T USE GAS FURNACE LAST YEAR, WHICH RESULTED IN CONDENSATION IN DUCTS AND SUBSEQUENT WATER DAMAGE - T"
"007730-17CP","9244 GREENWOOD AVE N","98103","5","2017 OCT 27 12:00:00 AM","2017","COMPLETED","","REQUEST","PESTS|MASS_DISPLACEMENT","BEDBUG|ALL TENANTS","YES","MGMT CALLED TENANT ON 10/27/17 TO NOTIFY THAT OTHER TENANTS HAVE COMPLAINED ABOUT BEDBUGS AND THAT THE ENTIRE COMPLEX (I.E., EACH INDIVIDUAL UNIT) WILL BE TREATED ON MONDAY 10/30/17. TOLD TENANT THAT ALL TENANTS WILL SPLIT THE COSTS ($500 PER UNIT)."
"007775-17CP","1052 S SULLIVAN ST","98108","1","2017 OCT 31 12:00:00 AM","2017","COMPLETED","","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","PER PHONE CALL: NOTICE OF RENT INCREASE (FROM $750 TO $1600) ISSUED OCTOBER 28 TO BE EFFECTIVE ON NOVEMBER 1. MONTH-TO-MONTH LEASE. TRANSFERRED TO RW"
"007834-17CP","524 W HIGHLAND DR","98119","7","2017 NOV 02 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","COMPLAINANT HAS BEEN RENTING UNIT FOR APPROXIMATELY ONE MONTH. A 10-DAY COMPLY OR VACATE NOTICE WAS GIVEN - TENANT IN NEIGHBORING UNIT HAS BEEN COMPLAINING ABOUT NOISE AND THE PRESENCE OF GUESTS, WHICH MAY VIOLATE TERMS OF LEASE AGREEMENT. COMPLAINAN"
"007846-17CP","914 N 103RD ST","98133","5","2017 NOV 03 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION|RETALIATION","NOTICE TO VACATE|RETALIATION","YES","PER PHONE CALL: 3 DAY NOTICE TO VACATE ISSUED 11/2/2017. NO JUST CAUSE REASON LISTED ON NOTICE. MONTH-TO-MONTH LEASE, WITH RENT ALREADY PAID FOR NOVEMBER. TENANT BELIEVES THIS MAY BE RETALIATION FOR COMPLAINT ABOUT LEAKING WINDOWS.TRANSFERRED TO SA"
"007861-17CP","5240 20TH AVE NE","98105","4","2017 NOV 03 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","NOTICE TO VACATE","YES","PER PHONE CALL: VERBAL NOTICE TO VACATE BY 11/5 GIVEN ON 11/2 TO ALLOW CONSTRUCTION/RENOVATION. TENANT ATTEMPTED TO PAY NOVEMBER RENT BUT WAS REFUSED BY PROPERTY OWNER. TRANSFERRED TO SA"
"007874-17CP","2233 NW 58TH ST","98107","6","2017 NOV 06 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","VACATE NOTICE","YES","PER PHONE CALL: MANAGER ENTERED UNIT WITHOUT NOTICE. MOVE-OUT AND MUTUAL TERMINATION FORMS SIGNED 10/12/17 WITH RIGHT TO RESCIND. AFTER TENANT WISHED TO RESCIND OWNER REFUSED AND ISSUED VACATE NOTICE. OWNER REFUSED NOVEMBER RENT ON 11/2/17, BUT THEN "
"007886-17CP","4715 8TH AVE NE","98105","4","2017 NOV 06 12:00:00 AM","2017","COMPLETED","","REQUEST","WORK_WITHOUT_PERMIT","UNPERMITTED","YES","PER PHONE CALL: LANDLORD FREQUENTLY ENTERS UNIT/SF HOUSE WITHOUT ANY NOTICE, ON THE PREMISE THAT ""ONLY THE BEDROOMS ARE RENTED OUT, BUT THE COMMON AREAS ARE HIS PROPERTY.""TRANSFERRED TO SAZONING SR 75201 CREATED FOR 9 UNPERMITTED BEDROOMS."
"007933-17CP","1317 BOREN AVE","98101","3","2017 NOV 08 12:00:00 AM","2017","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT|PESTS","DISPLACED|BED BUG","YES","PER ONLINE COMPLAINT: I'VE BEEN A RESIDENT OF SOVEREIGN APARTMENTS FOR ALMOST TWO YEAR, AND IN THAT TIME WE HAVE BEEN THROUGH MULTIPLE PROPERTY MANAGERS. ITS THESE CHANGES THAT LEAVE THE BUILDING AND RESIDENTS NEGLECTED. I REPORTED BED BUGS, MAINTENA"
"007976-17CP","1412 S CLOVERDALE ST","98108","1","2017 NOV 13 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","NOTICE TO VACATE","YES","PER PHONE CALL: NOTICE TO VACATE ISSUED 11/4/17 FOR FAILURE TO PAY UTILITIES. RENT PAID 11/1/17.PROPERTY OWNER HAS ALLOWED COMMERCIAL BOTTLING PLANT TO OPERATE IN REAR OF PROPERTY UNDER THE SAME WATER METER AS RESIDENTIAL TENANT, RESULTING IN RESIDEN"
"007985-17CP","9044 4TH AVE NW","98117","5","2017 NOV 13 12:00:00 AM","2017","COMPLETED","","REQUEST","UTILITIES_CUT","WATER SHUT OFF","YES","PER PHONE CALL: HOT WATER SHUT OFF BY LANDLORD 11/12 IN RESPONSE TO PAST-DUE RENT. TENANT CALLED LANDLORD ON 11/13 TO ASK FOR HOT WATER TO BE RESTORED, LANDLORD REFUSED.TRANSFERRED TO RW.HOUSING SR 75298 CREATED."
"008045-17CP","12740 30TH AVE NE","98125","5","2017 NOV 15 12:00:00 AM","2017","COMPLETED","","REQUEST","PESTS","BUG INFESTATION","YES","IS RAISING THE RENT. THEY NEVER DISCLOSED THAT THERE WAS A BUG INFESTATION PRIOR TO MOVING IN. HAS HAD 6 TREATMENTS SINCE MOVING IN 7MONTHS AGO. TREATMENTS ARE POISONOUS AND VERY BAD FOR HEALTH, THERE ARE BUGS EVERYWHERE. THERE ARE LISTS OF FOLKS THA"
"008111-17CP","5039 31ST AVE S","98108","2","2017 NOV 17 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","COMPLAINANT IS A LANDLORD WHOSE TENANT HAS RECENTLY MOVED OUT. HOWEVER, UPON ARRIVING AT THE RENTAL PROPERTY, THE LANDLORD DISCOVERED THAT OTHER TENANTS ARE STAYING AT THE PREMISES AND IS UNSURE AS TO HOW LONG THEY HAVE OCCUPIED THE PREMISES. LANDLOR"
"008117-17CP","12528 35TH AVE NE","98125","5","2017 NOV 17 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION|MOLD_MOISTURE","EVICT|MOLD","YES","ELEVATORS ARE NOT WORKING, BEEN DOWN ABOUT 3-4DAYS. TOXIC MOLD IN BLDG ON ALL FLOORS, NOT UPKEEPING BLDG. LOCKS DON'T WORK FREQUENTLY, TENANTS ARE LEFT OUTSIDE TO WAIT FOR MAINTENANCE. SLUMLORD. THREATENING TO EVICT, RAISE THE RENT AND NOT RENEW LEAS"
"008139-17CP","6518 35TH AVE NE","98115","4","2017 NOV 17 12:00:00 AM","2017","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLISH","YES","PER ONLINE COMPLAINT: ""THE CHURCH INTENDS TO DEMOLISH 3 SINGLE FAMILY HOMES, RENTED TO LOW INCOME TENANTS, FOR A PRINCIPLE USE PARKING LOT DESPITE CODE PROHIBITION AGAINST THIS PROOF: HTTPS://WWW.SEATTLETIMES.COM/SEATTLE-NEWS/HOMELESS/WHEN-DO-CHURCHE"
"008178-17CP","5000 22ND AVE NE","98105","4","2017 NOV 21 12:00:00 AM","2017","COMPLETED","COMPLETED","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","PER PHONE CALL: RENT INCREASED FROM $700 TO $1100 WHILE HMBC VIOLATIONS OCCUR. SEE HOUSING SR 71296.TRANSFERRED TO MH"
"008179-17CP","4543 18TH AVE NE","98105","4","2017 NOV 21 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","NOTICE TO VACATE","YES","PER PHONE CALL: MANAGEMENT EMAILED NOTICE TO VACATE ON 11/16, TO BE VACATED BY 11/22, WITHOUT JUST CASE.TRANSFERRED TO RW"
"008188-17CP","716 3RD AVE W","98119","7","2017 NOV 21 12:00:00 AM","2017","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT|MOLD_MOISTURE|NO_REPAIRS","DISPLACED|WATER DAMAGE|LANDLORD REFUSES","YES","PER PHONE CALL: TENANT DISPLACED DUE TO SEVERE WATER DAMAGE (SEE HBMC SR 75500). LANDLORD REFUSES TO PROVIDE ALTERNATE ACCOMMODATION OR FIX THE PLUMBING ISSUE.REFERRED TO SA"
"008253-17CP","510 BROADWAY","98122","2","2017 NOV 28 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION|DISPLACEMENT_CONSTRUCT","EVICT|RELOCATION ASSISTANCE","YES","TENANT RECEIVED 90 DAY TERMINATION NOTICE. THE NOTICE MENTIONED ""DEVELOPMENT ACTIVITY RELATED TO SUBSTANTIAL REHABILITATIO"". TENANT CALLED COMPLAINT LINE WITH QUESTIONS PERTAINING TO JUST CAUSE EVICTION AND TENANT RELOCATION ASSISTANCE***TRAO LICENSE"
"008322-17CP","236 SW ROXBURY ST","98106","1","2017 NOV 30 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION|PESTS|RETALIATION","EVICT|PEST INFESTATION|RETALIATION","YES","PER PHONE CALL: EVICTION NOTICE ISSUED 11/20, AFTER TENANT MADE COMPLAINT ABOUT PEST INFESTATION. POSSIBLE RETALIATION. TRANSFERRED TO SAOPEN HOUSING SR 75608"
