RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations
1035490-TR,Tenant Relocation,Request,,"Issuance of an ""Owner's Certification of Occupancy or No Displacement""",2015 Aug 26 12:00:00 AM,,,Completed,411 W REPUBLICAN ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035490-TR,47.62304892,-122.3624134,"(47.62304892, -122.3624134)",8,2015,3,,,,True,True,,7,False,False,False,True,False,False,False
1035506-VI,Notice of Violation,Case,,"Crack in the ceiling has not been repaired. Water leaks through the crack when it rains. A window was stuck open - mgmt closed the window, but did not repair it. Hot water is low.",2015 Aug 27 12:00:00 AM,2015 Oct 14 12:00:00 AM,Compliance Achieved,Completed,420 VINE ST,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035506-VI,47.61789362,-122.34658992,"(47.61789362, -122.34658992)",8,2015,3,10,2015,4,False,False,48,7,False,True,False,True,True,False,False
1035519-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total units:12; total units occupeid: 11.  Substantial Rehabilitation.,2015 Aug 31 12:00:00 AM,,,Completed,1418 2ND AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035519-TR,47.63195737,-122.35889067,"(47.63195737, -122.35889067)",8,2015,3,,,,True,True,,7,False,False,False,True,False,True,False
1035557-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total Units: 1: total units occupied: 1.  Demolition,2015 Sep 08 12:00:00 AM,,,Completed,219 1ST AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035557-TR,47.62041964,-122.35567747,"(47.62041964, -122.35567747)",9,2015,3,,,,True,True,,7,False,False,False,True,False,True,False
1035579-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total units: 2; Total units occupied: 1.  Demolition.,2015 Sep 10 12:00:00 AM,,,Completed,2257 14TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035579-TR,47.64026111,-122.37525247,"(47.64026111, -122.37525247)",9,2015,3,,,,True,True,,7,False,False,False,True,False,True,False
1035604-VI,Notice of Violation,Case,,Low water pressure in kitchen sink.  Roof in dis-repair.  Heater malfunctioning.Note: Tenant has lived there for over 1 year.  When they moved in the previous tenant told them that the heater doesn't work so they never turned it on.  She says that the heating system is broken but admits that she never truned it on in fear of a fire.,2015 Sep 15 12:00:00 AM,2015 Sep 17 12:00:00 AM,Compliance Achieved,Completed,2715 W HOWE ST,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035604-VI,47.63577271,-122.39220142,"(47.63577271, -122.39220142)",9,2015,3,9,2015,3,False,False,2,7,False,True,False,True,False,False,False
1035624-TR,Tenant Relocation,Request,,Issuance of Owner's Certification of Occupancy or No Displacement.,2015 Sep 16 12:00:00 AM,,,Completed,3250 14TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035624-TR,47.65005969,-122.37439212,"(47.65005969, -122.37439212)",9,2015,3,,,,True,True,,7,False,False,False,True,False,False,False
1035882-VI,Notice of Violation,Case,,"per online: Substandard rental housing conditions. Excessive moisture problems caused by cracked windows and windows without proper seals. Excessive moisture build-up inside of walls (between siding and drywall). Leaking faucets. Landlord unresponsive, uncooperative",2015 Oct 14 12:00:00 AM,2015 Dec 08 12:00:00 AM,Compliance Achieved,Completed,1108 9TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035882-VI,47.6290879,-122.36857331,"(47.6290879, -122.36857331)",10,2015,4,12,2015,4,False,False,55,7,False,True,False,True,True,False,False
1036051-VI,Notice of Violation,Case,,"electrical capacity for unit; zoned as duplex, currently triplex; fallen through stairwell to unit B",2015 Nov 04 12:00:00 AM,2017 Oct 06 12:00:00 AM,Compliance Achieved,Completed,2223 3RD AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036051-VI,47.63913014,-122.36147952,"(47.63913014, -122.36147952)",11,2015,4,10,2017,4,False,False,702,7,False,True,False,True,False,False,False
1036145-VI,Notice of Violation,Case,,,2015 Nov 16 12:00:00 AM,2016 Nov 01 12:00:00 AM,Closed,Completed,1120 JOHN ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036145-VI,47.61998865,-122.33478446,"(47.61998865, -122.33478446)",11,2015,4,11,2016,4,False,False,351,7,False,True,False,True,False,False,False
1036172-VI,Notice of Violation,Case,,"electrical capacity for unit; zoned as duplex, currently triplex; fallen through stairwell to unit B",2015 Nov 19 12:00:00 AM,2016 Apr 14 12:00:00 AM,Compliance Achieved,Completed,2223 3RD AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036172-VI,47.63913014,-122.36147952,"(47.63913014, -122.36147952)",11,2015,4,4,2016,2,False,False,147,7,False,True,False,True,False,False,False
1036175-VI,Notice of Violation,Case,,"per online: No permit posted on site. Workers continually work before 7am and on a few occasions as late as 9pm at night. Exposed pipes in hallway, wires in entryway, debris in yard. Workers repeatedly ask us for access to our unit.",2015 Nov 19 12:00:00 AM,2016 Mar 11 12:00:00 AM,Compliance Achieved,Completed,524 5TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036175-VI,47.62409847,-122.36297414,"(47.62409847, -122.36297414)",11,2015,4,3,2016,1,False,False,113,7,False,True,False,True,False,False,False
1036178-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total units:  3; total units occupied:  3.  Demolition.,2015 Nov 19 12:00:00 AM,2016 Jun 30 12:00:00 AM,Vacant,Completed,3041 21ST AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036178-TR,47.64784344,-122.38387899,"(47.64784344, -122.38387899)",11,2015,4,6,2016,2,False,False,224,7,False,False,False,True,False,True,False
1036207-VI,Notice of Violation,Case,,,2015 Nov 24 12:00:00 AM,,,Completed,424 QUEEN ANNE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036207-VI,47.62290051,-122.35642435,"(47.62290051, -122.35642435)",11,2015,4,,,,True,True,,7,False,True,False,True,False,False,False
1036264-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total units: 5; total units occupied: 5.  Demolition.,2015 Dec 04 12:00:00 AM,,,Completed,1249 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036264-TR,47.63125367,-122.34798582,"(47.63125367, -122.34798582)",12,2015,4,,,,True,True,,7,False,False,False,True,False,True,False
1036275-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total units: 4; total units occupied: 2.  Substantial Rehabilitation.,2015 Dec 07 12:00:00 AM,2017 Mar 24 12:00:00 AM,Vacant,Completed,3421 14TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036275-TR,47.65095819,-122.37515931,"(47.65095819, -122.37515931)",12,2015,4,3,2017,1,False,False,473,7,False,False,False,True,False,True,False
1036290-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License. Total units:2; total units occupied:2. Demolition.,2015 Dec 09 12:00:00 AM,2016 Jan 21 12:00:00 AM,Vacant,Completed,3447 22ND AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036290-TR,47.65175277,-122.38519424,"(47.65175277, -122.38519424)",12,2015,4,1,2016,1,False,False,43,7,False,False,False,True,False,True,False
1036316-VI,Notice of Violation,Case,,"Exposed electrical wiring in basement. Recently constructed an addition that obstructs the rear stairway, allowing about 4 ft of clearance. Two-tired porch in the rear has no handrail and no light.",2015 Dec 11 12:00:00 AM,2016 Feb 26 12:00:00 AM,Compliance Achieved,Completed,409 GARFIELD ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036316-VI,47.6329871,-122.3490986,"(47.6329871, -122.3490986)",12,2015,4,2,2016,1,False,False,77,7,False,True,False,True,False,False,False
1036374-VI,Notice of Violation,Case,,per caller: walls and ceiling have been leaking for five years.,2015 Dec 18 12:00:00 AM,2016 Feb 03 12:00:00 AM,Compliance Achieved,Completed,1420 WESTERN AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036374-VI,47.60806114,-122.3403844,"(47.60806114, -122.3403844)",12,2015,4,2,2016,1,False,False,47,7,False,True,False,True,True,False,False
1036456-VI,Notice of Violation,Case,,,2015 Dec 30 12:00:00 AM,2015 Dec 30 12:00:00 AM,Compliance Achieved,Completed,3020 26TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036456-VI,47.64753633,-122.38996247,"(47.64753633, -122.38996247)",12,2015,4,12,2015,4,False,False,0,7,False,True,False,True,False,False,False
001186-16CP,Complaint,Request,,"Per online complaint: The basement is being rented out as bedrooms. No ventilation, ""bedrooms"" are without egress. Windows have bars on them, are more than 6 ft off the ground.",2016 Jan 15 12:00:00 AM,2016 Jan 28 12:00:00 AM,Completed,Completed,2412 1ST AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001186-16CP,47.64039239,-122.35533224,"(47.64039239, -122.35533224)",1,2016,1,1,2016,1,False,False,13,7,True,False,False,True,True,False,False
001273-16CP,Complaint,Request,,potential for high led level in dust caused by construction work in the entire building,2016 Jan 21 12:00:00 AM,2016 May 25 12:00:00 AM,Completed,Completed,1707 TAYLOR AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001273-16CP,47.63407702,-122.34680051,"(47.63407702, -122.34680051)",1,2016,1,5,2016,2,False,False,125,7,True,False,False,True,False,False,False
001280-16CP,Complaint,Request,,"Owner/building manager has not provided a lock to back door of building (unsecure/unsafe); expired fire extinguishers; holes in exterior siding of building and roof, resulting in at least 2 years of ants (pest control); water leaking into walls of ground unit via exterior holes (resulting in mold in unit); failure to notify other tenants of construction/noise.",2016 Jan 21 12:00:00 AM,2016 Feb 18 12:00:00 AM,Completed,Completed,3428 25TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001280-16CP,47.65126192,-122.38818375,"(47.65126192, -122.38818375)",1,2016,1,2,2016,1,False,False,28,7,True,False,False,True,True,False,False
001331-16CP,Complaint,Request,,Water overflow from upstairs unit has caused weeks of ongoing repair work in unit.  Tenant is residing elsewhere while the repairs are being made.  Are the repairs being done correctly?  Is the unit unihabitalbe?  Coordinate with Ryan on the last question.,2016 Jan 25 12:00:00 AM,2016 Feb 19 12:00:00 AM,Completed,Completed,3036 16TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001331-16CP,47.64771994,-122.37698113,"(47.64771994, -122.37698113)",1,2016,1,2,2016,1,False,False,25,7,True,False,False,True,False,False,False
001414-16CP,Complaint,Request,,"Ceiling leaking.  Landlord has ""repaired"" several times but problem reappears when it rains.",2016 Jan 28 12:00:00 AM,,,Completed,714 7TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001414-16CP,47.6060148,-122.3275709,"(47.6060148, -122.3275709)",1,2016,1,,,,True,True,,7,True,False,False,True,True,False,False
001721-16CP,Complaint,Request,,Deteriorated structure open to weather,2016 Feb 17 12:00:00 AM,2016 Feb 17 12:00:00 AM,Completed,Completed,2037 WAVERLY PL N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001721-16CP,47.63762953,-122.34259304,"(47.63762953, -122.34259304)",2,2016,1,2,2016,1,False,False,0,7,True,False,False,True,False,False,False
001796-16CP,Complaint,Request,,Per caller- deck/balcony is sagging and leaking (rotton wood) looks like it is going to collapse and injure someone. Multiple leaks that have not been fixed over two weeks resulting in wet carpets and excessive mold.,2016 Feb 19 12:00:00 AM,2016 Mar 15 12:00:00 AM,Completed,Completed,3600 26TH PL W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001796-16CP,47.65226877,-122.38842833,"(47.65226877, -122.38842833)",2,2016,1,3,2016,1,False,False,25,7,True,False,False,True,True,False,False
001804-16CP,Complaint,Request,,Per caller- leaking plumbing resulting in ceiling and water damage; exposed electrical throughout building and loose wires hanging from ceiling; door doesn't fit to frame.,2016 Feb 19 12:00:00 AM,2016 Feb 25 12:00:00 AM,Completed,Completed,2321 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001804-16CP,47.61558545,-122.3449729,"(47.61558545, -122.3449729)",2,2016,1,2,2016,1,False,False,6,7,True,False,False,True,True,False,False
001841-16CP,Complaint,Request,,Bedbugs. Property management has not addressed the issue to the best of their ability. This has been an ongoing problem for a number of years.,2016 Feb 23 12:00:00 AM,,,Completed,1921 3RD AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001841-16CP,47.61190688,-122.3405618,"(47.61190688, -122.3405618)",2,2016,1,,,,True,True,,7,True,False,False,True,True,False,False
002090-16CP,Complaint,Request,,Per caller- complete renovation inside of building; lack of propert ventillation creating unhabbitable apartment due to effects of restoration.,2016 Mar 07 12:00:00 AM,2016 Mar 17 12:00:00 AM,Completed,Completed,1000 8TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002090-16CP,47.60850801,-122.32788026,"(47.60850801, -122.32788026)",3,2016,1,3,2016,1,False,False,10,7,True,False,False,True,False,False,False
002125-16CP,Complaint,Request,,"""Per online complaint"" Elliott Bay Condos has a major roof leak on south side that has been leaking for substantial amount of time from top floor. Structure compromised -rusted rebar & wood structure deteriorated major mold & fungus from 4th flr to ground. See unit #210 interior recently cut open.",2016 Mar 08 12:00:00 AM,2016 Mar 24 12:00:00 AM,Completed,Completed,524 6TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002125-16CP,47.62418231,-122.36421932,"(47.62418231, -122.36421932)",3,2016,1,3,2016,1,False,False,16,7,True,False,False,True,True,False,False
002132-16CP,Complaint,Request,,per email from SGFS: multiple housing issues. See attached email.,2016 Mar 08 12:00:00 AM,2016 Apr 18 12:00:00 AM,Completed,Completed,1951 12TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002132-16CP,47.63740567,-122.37312422,"(47.63740567, -122.37312422)",3,2016,1,4,2016,2,False,False,41,7,True,False,False,True,False,False,False
002233-16CP,Complaint,Request,,"Bug infestation, sink exploded hot water handle broke off water started gushing everywhere. Hole in the living room floor, black mold everywhere, tenants getting sick. Dishwasher does not work. Water is scolding hot temperature is over 120°. Ceiling and walls have massive water damage, over 70%. Carpet is raised from damage. No carbon monoxide detector or fire extinguisher. No racks in the stove in kitchen.",2016 Mar 11 12:00:00 AM,,,Completed,1102 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002233-16CP,47.60892711,-122.32897271,"(47.60892711, -122.32897271)",3,2016,1,,,,True,True,,7,True,False,False,True,True,False,False
002395-16CP,Complaint,Request,,"per handwritten complaint: open sewage/methane gas-holding tank off of this unit's closet. Odor extreme, havent stayed last 3 nights.",2016 Mar 21 12:00:00 AM,2016 Mar 23 12:00:00 AM,Completed,Completed,3227 14TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002395-16CP,47.64937274,-122.37524314,"(47.64937274, -122.37524314)",3,2016,1,3,2016,1,False,False,2,7,True,False,False,True,True,False,False
